Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
davidoff-cool-water-reborn-man-eau-de-toilette-125ml,Davidoff Cool Water Reborn Man Eau De Toilette 125ml,"<p><p><strong>Davidoff Cool Water Reborn Man Eau De Toilette 125ml</strong> d<span data-mce-fragment=""1"">iscover DAVIDOFF Cool Water REBORN Eau de Toilette for him, where the aromatic notes of rosemary, locally distilled at our harvest site in Tunisia, blend with the elegant sensuality of vetiver which is responsibly sourced on the island of Haiti.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,3616302038381,100,shopify,100,deny,manual,68.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DAVIDOFFCOOLWATERREBORNMANEAUDETOILETTE125ML.jpg?v=1689258421,1,Davidoff Cool Water Reborn Man Eau De Toilette 125ml,Davidoff Cool Water Reborn Man Eau De Toilette 125ml,"Davidoff Cool Water Reborn Man Eau De Toilette 125ml d iscover DAVIDOFF Cool Water REBORN Eau de Toilette for him, where the aromatic notes of rosemary, locally distilled at our harvest site in Tunisia, blend with the elegant sensuality of vetiver which is responsibly sourced on the island of Haiti.",active
davidoff-cool-water-reborn-woman-eau-de-toilette-100ml,Davidoff Cool Water Reborn Woman Eau De Toilette 100ml,"<p><p><strong>Davidoff Cool Water Reborn Woman Eau De Toilette 100ml</strong> d<span data-mce-fragment=""1"">iscover Davidoff Cool Water REBORN Eau de Toilette for her, where the sparkling notes of bergamot, locally distilled at our harvest site in Italy, blend with the elegant sensuality of vetiver which is responsibly sourced on the island of Haiti.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,3616302038398,100,shopify,100,deny,manual,68.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DAVIDOFFCOOLWATERREBORNWOMANEAUDETOILETTE100ML.jpg?v=1689261628,1,Davidoff Cool Water Reborn Woman Eau De Toilette 100ml,Davidoff Cool Water Reborn Woman Eau De Toilette 100ml,"Davidoff Cool Water Reborn Woman Eau De Toilette 100ml d iscover Davidoff Cool Water REBORN Eau de Toilette for her, where the sparkling notes of bergamot, locally distilled at our harvest site in Italy, blend with the elegant sensuality of vetiver which is responsibly sourced on the island of Haiti.",active
davidoff-cool-water-wave-man-eau-de-toilette-125ml,Davidoff Cool Water Wave Man Eau De Toilette 125ml,"<p><p><strong>Davidoff Cool Water Wave Man Eau De Toilette 125ml</strong> c<span data-mce-fragment=""1"">atch the wave with Davidoff Cool Water Wave! Like a rush of pure adrenaline, this immersive scent plunges you straight into the crashing swells of the ocean, an invigorating encounter with the euphoria of catching the perfect wave.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,3614223379972,100,shopify,100,deny,manual,70.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DAVIDOFFCOOLWATERWAVEMANEAUDETOILETTE125ML.jpg?v=1689261981,1,Davidoff Cool Water Wave Man Eau De Toilette 125ml,Davidoff Cool Water Wave Man Eau De Toilette 125ml,"Davidoff Cool Water Wave Man Eau De Toilette 125ml c atch the wave with Davidoff Cool Water Wave! Like a rush of pure adrenaline, this immersive scent plunges you straight into the crashing swells of the ocean, an invigorating encounter with the euphoria of catching the perfect wave.",active
davidoff-hot-water-man-eau-de-toilette-110ml,Davidoff Hot Water Man Eau De Toilette 110ml,"<p><p><strong>Davidoff Hot Water Man Eau De Toilette 110ml</strong> <span data-mce-fragment=""1"">is the blend of innate power and instincts that reveals a natural and ingenuous sex appeal. Feel the burning, latent heat. Reach out, caress this skin, pulses racing, cross the line.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,3607344163773,100,shopify,100,deny,manual,78.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DAVIDOFFHOTWATERMANEAUDETOILETTE110ML.jpg?v=1689262804,1,Davidoff Hot Water Man Eau De Toilette 110ml,Davidoff Hot Water Man Eau De Toilette 110ml,"Davidoff Hot Water Man Eau De Toilette 110ml is the blend of innate power and instincts that reveals a natural and ingenuous sex appeal. Feel the burning, latent heat. Reach out, caress this skin, pulses racing, cross the line.",active
davidoff-run-wild-woman-eau-de-parfum-100ml,Davidoff Run Wild Woman Eau De Parfum 100ml,"<p><p><strong>Davidoff Run Wild Woman Eau De Parfum 100ml</strong> d<span data-mce-fragment=""1"">iscover Run Wild Davidoff, the new Eau de Parfum for women. </span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Discover a feminine fragrance inspired by the preciousness of nature. Run Wild, a callback to breathtaking nature, precious and floral sensuality. </span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,3614227880252,100,shopify,100,deny,manual,70.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DAVIDOFFRUNWILDWOMANEAUDEPARFUM100ML.jpg?v=1689265520,1,Davidoff Run Wild Woman Eau De Parfum 100ml,Davidoff Run Wild Woman Eau De Parfum 100ml,"Davidoff Run Wild Woman Eau De Parfum 100ml d iscover Run Wild Davidoff, the new Eau de Parfum for women. Discover a feminine fragrance inspired by the preciousness of nature. Run Wild, a callback to breathtaking nature, precious and floral sensuality.",active
davidoff-the-game-man-eau-de-toilette-100ml,Davidoff The Game Man Eau De Toilette 100ml,"<p><p><strong>Davidoff The Game Man Eau De Toilette 100ml</strong> m<span data-mce-fragment=""1"">aster the rules and leave nothing to chance. Because life is a Game and the winner takes it all ! Created for seductive risk-takers and self-confident men, Davidoff The Game is a magnetic aromatic woody fragrance that radiates sensuality. And assertivity.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,3607341186805,100,shopify,100,deny,manual,89.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DAVIDOFFTHEGAMEMANEAUDETOILETTE100ML.jpg?v=1689266039,1,Davidoff The Game Man Eau De Toilette 100ml,Davidoff The Game Man Eau De Toilette 100ml,"Davidoff The Game Man Eau De Toilette 100ml m aster the rules and leave nothing to chance. Because life is a Game and the winner takes it all ! Created for seductive risk-takers and self-confident men, Davidoff The Game is a magnetic aromatic woody fragrance that radiates sensuality. And assertivity.",active
davidoff-zino-man-eau-de-toilette-125ml,Davidoff Zino Man Eau De Toilette 125ml,<p><p><strong>Davidoff Zino Man Eau De Toilette 125ml</strong></p></p>,Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,3414202000534,100,shopify,100,deny,manual,49.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DAVIDOFFZINOMANEAUDETOILETTE125ML.jpg?v=1689266354,1,Davidoff Zino Man Eau De Toilette 125ml,Davidoff Zino Man Eau De Toilette 125ml,Davidoff Zino Man Eau De Toilette 125ml,active
elie-saab-girl-of-now-shine-woman-eau-de-parfum,Elie Saab Girl Of Now Shine Woman Eau De Parfum,"<p><p><strong>Elie Saab Girl Of Now Shine Woman Eau De Parfum</strong>   <span data-mce-fragment=""1"">is a new solar and addictive variation on the original Eau de Parfum Girl of Now.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A floral addiction, enhancing the ELIE SAAB signature of orange blossom and patchouli, with the star ingredient, almond. The precious glass bottle of Girl of Now Shine is adorned by a shimmering velvety gold flower at the top.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Size,90ML,,,7640233340257,100,shopify,100,deny,manual,128.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/ELIESAABGIRLOFNOWSHINEWOMANEAUDEPARFUM.jpg?v=1689276993,1,Elie Saab Girl Of Now Shine Woman Eau De Parfum,Elie Saab Girl Of Now Shine Woman Eau De Parfum,"Elie Saab Girl Of Now Shine Woman Eau De Parfum is a new solar and addictive variation on the original Eau de Parfum Girl of Now. A floral addiction, enhancing the ELIE SAAB signature of orange blossom and patchouli, with the star ingredient, almond. The precious glass bottle of Girl of Now Shine is adorned by a shimme",active
elie-saab-girl-of-now-woman-eau-de-parfum,Elie Saab Girl Of Now Woman Eau De Parfum,"<p><p><strong>Elie Saab Girl Of Now Woman Eau De Parfum</strong>  t<span data-mce-fragment=""1"">he spirit of the Girl of Now in a fragrance.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A distinctive gourmand floral Eau de Parfum: an addictive note of Almond, textured with Orange Blossom and Patchouli, the brand’s signature.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Girl of Now starts like an uplifting sparkle with notes of Pear and Mandarin orange. Fresh-roasted Pistachio leads to a unique floral scent created exclusively for Girl of Now: the Ormond Flower. Made of bitter Almond Essence and Orange flower absolute, it boosts and amplifies the positive mood.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Size,90ML,,,7640233340196,100,shopify,100,deny,manual,128.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/ELIESAABGIRLOFNOWWOMANEAUDEPARFUM.jpg?v=1689277271,1,Elie Saab Girl Of Now Woman Eau De Parfum,Elie Saab Girl Of Now Woman Eau De Parfum,"Elie Saab Girl Of Now Woman Eau De Parfum t he spirit of the Girl of Now in a fragrance. A distinctive gourmand floral Eau de Parfum: an addictive note of Almond, textured with Orange Blossom and Patchouli, the brand’s signature. Girl of Now starts like an uplifting sparkle with notes of Pear and Mandarin orange. Fresh",active
elie-saab-le-parfum-essentiel-woman-eau-de-parfum,Elie Saab Le Parfum Essentiel Woman Eau De Parfum,"<p><p><strong>Elie Saab Le Parfum Essentiel Woman Eau De Parfum</strong> t<span data-mce-fragment=""1"">he new fragrance from ELIE SAAB: fruity tangerine paired with a powdery, gentle, enveloping gardenia and powerful cedarwood essence.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">ELIE SAAB presents a new interpretation of its signature fragrance for women who know how to focus on the essentials in their lives. A beautiful escape from the hustle and bustle of the city to find your roots, your values yourself. A moment of luxury.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">The ELIE SAAB signature of orange blossom and patchouli is reinvented with this fragrance. Fruity tangerine in the top note, while creamy white gardenia in the middle note expresses the essence of femininity. As a strong signature of this radiantly feminine composition, a pure cedar essence shows the real power of the ELIE SAAB woman and melts with her skin.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">The elegant calligraphic seal with its intertwined initials is placed in gold on the back of the transparent glass bottle and frames the gold-framed ELIE SAAB logo. The delicate pink color of the fragrance expresses the pure femininity of the new creation.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Size,90ML,,,7640233340066,100,shopify,100,deny,manual,124.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/ELIESAABLEPARFUMESSENTIELWOMANEAUDEPARFUM.jpg?v=1689277570,1,Elie Saab Le Parfum Essentiel Woman Eau De Parfum,Elie Saab Le Parfum Essentiel Woman Eau De Parfum,"Elie Saab Le Parfum Essentiel Woman Eau De Parfum t he new fragrance from ELIE SAAB: fruity tangerine paired with a powdery, gentle, enveloping gardenia and powerful cedarwood essence. ELIE SAAB presents a new interpretation of its signature fragrance for women who know how to focus on the essentials in their lives. A ",active
